Ticker,date,Daily Return,cumulative_return
ADANIENT,2023-10-03 05:30:00,-0.0315219375646563,-0.0315219375646602
ADANIENT,2023-10-04 05:30:00,0.0091500859739621,-0.0223747358750969
ADANIENT,2023-10-05 05:30:00,0.0156275737110853,-0.0067506587923649
ADANIENT,2023-10-06 05:30:00,0.0352375979112271,0.0284845603488514
ADANIENT,2023-10-09 05:30:00,0.1086601307189543,0.1371756424283221
ADANIENT,2023-10-10 05:30:00,0.0400049954208643,0.1772355149586735
ADANIENT,2023-10-11 05:30:00,0.084522694092781,0.2619080132835849
ADANIENT,2023-10-12 05:30:00,0.0316957210776545,0.2936867479946148
ADANIENT,2023-10-13 05:30:00,-0.0206675045384722,0.2729585457341699
ADANIENT,2023-10-16 05:30:00,0.0741256576911173,0.3472865357425414
ADANIENT,2023-10-17 05:30:00,-0.0200556878253499,0.3271611972137211
ADANIENT,2023-10-18 05:30:00,0.0661719096145325,0.3935495956399748
ADANIENT,2023-10-19 05:30:00,-0.0213277382819663,0.3721379221302445
ADANIENT,2023-10-20 05:30:00,0.0368613691984491,0.4091364664621011
ADANIENT,2023-10-23 05:30:00,0.0041537993127747,0.4133072604826093
ADANIENT,2023-10-25 05:30:00,-0.0545606869829301,0.3585210702190089
ADANIENT,2023-10-26 05:30:00,-0.1181203218188369,0.2399772621582308
ADANIENT,2023-10-27 05:30:00,-0.0911757614723137,0.1485826995897721
ADANIENT,2023-10-30 05:30:00,-0.0445695763292953,0.1039469005807758
ADANIENT,2023-10-31 05:30:00,0.0,0.0
ADANIENT,2023-11-01 05:30:00,-0.1009791797595636,0.0028627560936245
ADANIENT,2023-11-02 05:30:00,-0.0009019979254047,0.0019607323462178
ADANIENT,2023-11-03 05:30:00,0.0065679591928857,0.008528820319209
ADANIENT,2023-11-06 05:30:00,0.0072426396394376,0.0157720776703618
ADANIENT,2023-11-07 05:30:00,-0.0056322350845948,0.0101389542652707
ADANIENT,2023-11-08 05:30:00,0.0119103588779188,0.0220505207290111
ADANIENT,2023-11-09 05:30:00,-0.0200446912542311,0.0020014095159837
ADANIENT,2023-11-10 05:30:00,-0.0043121938003748,-0.0023108705890395
ADANIENT,2023-11-12 05:30:00,0.0028343385787492,0.0005234024918143
ADANIENT,2023-11-13 05:30:00,0.0010400886336401,0.0015634965693012
ADANIENT,2023-11-15 05:30:00,0.0053079755155511,0.006871555074861
ADANIENT,2023-11-16 05:30:00,-0.0087624696683742,-0.0018915167114497
ADANIENT,2023-11-17 05:30:00,0.0013146561494175,-0.0005768854289822
ADANIENT,2023-11-20 05:30:00,-0.0266886997464688,-0.0272654312122311
ADANIENT,2023-11-21 05:30:00,0.0217689606251598,-0.0055024059880559
ADANIENT,2023-11-22 05:30:00,-0.0109257278128058,-0.0164275326229645
ADANIENT,2023-11-23 05:30:00,0.0011966952799575,-0.0152310339305183
ADANIENT,2023-11-24 05:30:00,0.0230778071486035,0.0078432582294452
ADANIENT,2023-11-28 05:30:00,0.0889932373227886,0.0968434755216351
ADANIENT,2023-11-29 05:30:00,-0.0110996492675882,0.0857330769679309
ADANIENT,2023-11-30 05:30:00,-0.0158766585996827,0.0698428068203194
ADANIENT,2023-12-01 05:30:00,0.0017595556591971,0.0716035914025692
ADANIENT,2023-12-04 05:30:00,0.0713167139289796,0.1429713706599722
ADANIENT,2023-12-05 05:30:00,0.16914902022756,0.3123622255602143
ADANIENT,2023-12-06 05:30:00,-0.0254785679287681,0.2868040722096232
ADANIENT,2023-12-07 05:30:00,0.0011095892785937,0.2879168438354451
ADANIENT,2023-12-08 05:30:00,-0.0225135514261468,0.2653384721025942
ADANIENT,2023-12-11 05:30:00,0.0119235334762504,0.2772936433004025
ADANIENT,2023-12-12 05:30:00,0.0006478044680999,0.2779432440890961
ADANIENT,2023-12-13 05:30:00,0.0060889192168389,0.2840490870455348
ADANIENT,2023-12-14 05:30:00,0.0066085807203353,0.2906764393790562
ADANIENT,2023-12-15 05:30:00,0.0337761959883209,0.3245508148112419
ADANIENT,2023-12-18 05:30:00,-0.0037435657463734,0.3207950992917263
ADANIENT,2023-12-19 05:30:00,-0.0132020398577467,0.3075507079371098
ADANIENT,2023-12-20 05:30:00,-0.0535146621334466,0.253871461081423
ADANIENT,2023-12-21 05:30:00,0.0057115146290209,0.2595974756160801
