Ticker,date,Daily Return,Daily Return_std
ADANIENT,2023-10-31 05:30:00,0.0,0.0324938942232982
ADANIENT,2023-10-11 05:30:00,0.084522694092781,0.0324938942232982
ADANIENT,2023-10-27 05:30:00,-0.0911757614723137,0.0324938942232982
ADANIENT,2023-10-16 05:30:00,0.0741256576911173,0.0324938942232982
ADANIENT,2023-10-12 05:30:00,0.0316957210776545,0.0324938942232982
ADANIENT,2023-10-13 05:30:00,-0.0206675045384722,0.0324938942232982
ADANIENT,2023-10-19 05:30:00,-0.0213277382819663,0.0324938942232982
ADANIENT,2023-10-10 05:30:00,0.0400049954208643,0.0324938942232982
ADANIENT,2023-10-26 05:30:00,-0.1181203218188369,0.0324938942232982
ADANIENT,2023-10-09 05:30:00,0.1086601307189543,0.0324938942232982
ADANIENT,2023-10-04 05:30:00,0.0091500859739621,0.0324938942232982
ADANIENT,2023-10-03 05:30:00,-0.0315219375646563,0.0324938942232982
ADANIENT,2023-10-25 05:30:00,-0.0545606869829301,0.0324938942232982
ADANIENT,2023-10-18 05:30:00,0.0661719096145325,0.0324938942232982
ADANIENT,2023-10-30 05:30:00,-0.0445695763292953,0.0324938942232982
ADANIENT,2023-10-23 05:30:00,0.0041537993127747,0.0324938942232982
ADANIENT,2023-10-20 05:30:00,0.0368613691984491,0.0324938942232982
ADANIENT,2023-10-06 05:30:00,0.0352375979112271,0.0324938942232982
ADANIENT,2023-10-17 05:30:00,-0.0200556878253499,0.0324938942232982
ADANIENT,2023-10-05 05:30:00,0.0156275737110853,0.0324938942232982
ADANIENT,2023-11-01 05:30:00,-0.1009791797595636,0.0324938942232982
ADANIENT,2023-11-02 05:30:00,-0.0009019979254047,0.0324938942232982
ADANIENT,2023-11-03 05:30:00,0.0065679591928857,0.0324938942232982
ADANIENT,2023-11-06 05:30:00,0.0072426396394376,0.0324938942232982
ADANIENT,2023-11-07 05:30:00,-0.0056322350845948,0.0324938942232982
ADANIENT,2023-11-08 05:30:00,0.0119103588779188,0.0324938942232982
ADANIENT,2023-11-09 05:30:00,-0.0200446912542311,0.0324938942232982
ADANIENT,2023-11-10 05:30:00,-0.0043121938003748,0.0324938942232982
ADANIENT,2023-11-12 05:30:00,0.0028343385787492,0.0324938942232982
ADANIENT,2023-11-13 05:30:00,0.0010400886336401,0.0324938942232982
ADANIENT,2023-11-15 05:30:00,0.0053079755155511,0.0324938942232982
ADANIENT,2023-11-16 05:30:00,-0.0087624696683742,0.0324938942232982
ADANIENT,2023-11-17 05:30:00,0.0013146561494175,0.0324938942232982
ADANIENT,2023-11-20 05:30:00,-0.0266886997464688,0.0324938942232982
ADANIENT,2023-11-21 05:30:00,0.0217689606251598,0.0324938942232982
ADANIENT,2023-11-22 05:30:00,-0.0109257278128058,0.0324938942232982
ADANIENT,2023-11-23 05:30:00,0.0011966952799575,0.0324938942232982
ADANIENT,2023-11-24 05:30:00,0.0230778071486035,0.0324938942232982
ADANIENT,2023-11-28 05:30:00,0.0889932373227886,0.0324938942232982
ADANIENT,2023-11-29 05:30:00,-0.0110996492675882,0.0324938942232982
ADANIENT,2023-11-30 05:30:00,-0.0158766585996827,0.0324938942232982
ADANIENT,2023-12-01 05:30:00,0.0017595556591971,0.0324938942232982
ADANIENT,2023-12-04 05:30:00,0.0713167139289796,0.0324938942232982
ADANIENT,2023-12-05 05:30:00,0.16914902022756,0.0324938942232982
ADANIENT,2023-12-06 05:30:00,-0.0254785679287681,0.0324938942232982
ADANIENT,2023-12-07 05:30:00,0.0011095892785937,0.0324938942232982
ADANIENT,2023-12-08 05:30:00,-0.0225135514261468,0.0324938942232982
ADANIENT,2023-12-11 05:30:00,0.0119235334762504,0.0324938942232982
ADANIENT,2023-12-12 05:30:00,0.0006478044680999,0.0324938942232982
ADANIENT,2023-12-13 05:30:00,0.0060889192168389,0.0324938942232982
ADANIENT,2023-12-14 05:30:00,0.0066085807203353,0.0324938942232982
ADANIENT,2023-12-15 05:30:00,0.0337761959883209,0.0324938942232982
ADANIENT,2023-12-18 05:30:00,-0.0037435657463734,0.0324938942232982
ADANIENT,2023-12-19 05:30:00,-0.0132020398577467,0.0324938942232982
ADANIENT,2023-12-20 05:30:00,-0.0535146621334466,0.0324938942232982
ADANIENT,2023-12-21 05:30:00,0.0057115146290209,0.0324938942232982
ADANIENT,2023-12-22 05:30:00,0.0030717028306097,0.0324938942232982
ADANIENT,2023-12-26 05:30:00,0.0203322235476346,0.0324938942232982
ADANIENT,2023-12-27 05:30:00,-0.0077125756861923,0.0324938942232982
ADANIENT,2023-12-28 05:30:00,-0.0117642921202102,0.0324938942232982
ADANIENT,2023-12-29 05:30:00,0.0138972917185664,0.0324938942232982
ADANIENT,2024-01-01 05:30:00,0.0239561943874058,0.0324938942232982
ADANIENT,2024-01-02 05:30:00,0.0052104757987112,0.0324938942232982
ADANIENT,2024-01-03 05:30:00,0.0240758423134632,0.0324938942232982
ADANIENT,2024-01-04 05:30:00,-0.0015651015651014,0.0324938942232982
ADANIENT,2024-01-05 05:30:00,0.0027682353333555,0.0324938942232982
ADANIENT,2024-01-08 05:30:00,-0.0143351293820261,0.0324938942232982
ADANIENT,2024-01-09 05:30:00,0.017243124683651,0.0324938942232982
ADANIENT,2024-01-10 05:30:00,0.0277317056989319,0.0324938942232982
ADANIENT,2024-01-11 05:30:00,-0.005583887418501,0.0324938942232982
ADANIENT,2024-01-12 05:30:00,0.0075302671297348,0.0324938942232982
ADANIENT,2024-01-15 05:30:00,-0.0047034567185335,0.0324938942232982
ADANIENT,2024-01-16 05:30:00,-0.0106813400226574,0.0324938942232982
ADANIENT,2024-01-17 05:30:00,-0.0279568133486012,0.0324938942232982
ADANIENT,2024-01-18 05:30:00,-0.0175527170528937,0.0324938942232982
ADANIENT,2024-01-19 05:30:00,-0.0011134331426222,0.0324938942232982
ADANIENT,2024-01-20 05:30:00,0.0247800661945021,0.0324938942232982
ADANIENT,2024-01-23 05:30:00,-0.0305733123598513,0.0324938942232982
ADANIENT,2024-01-24 05:30:00,0.0023821442750857,0.0324938942232982
ADANIENT,2024-01-25 05:30:00,-0.0033925158001687,0.0324938942232982
ADANIENT,2024-01-29 05:30:00,0.0591132153718552,0.0324938942232982
ADANIENT,2024-01-30 05:30:00,0.0086306756073286,0.0324938942232982
ADANIENT,2024-01-31 05:30:00,0.0164666300022646,0.0324938942232982
ADANIENT,2024-02-01 05:30:00,0.0036600891152132,0.0324938942232982
ADANIENT,2024-02-02 05:30:00,0.001252576502299,0.0324938942232982
ADANIENT,2024-02-05 05:30:00,0.0050673803227287,0.0324938942232982
ADANIENT,2024-02-06 05:30:00,0.0095479682994847,0.0324938942232982
ADANIENT,2024-02-07 05:30:00,0.0081467030823254,0.0324938942232982
ADANIENT,2024-02-08 05:30:00,-0.0189637289657413,0.0324938942232982
ADANIENT,2024-02-09 05:30:00,0.0147068105788044,0.0324938942232982
ADANIENT,2024-02-12 05:30:00,-0.0141359790992783,0.0324938942232982
ADANIENT,2024-02-13 05:30:00,0.0027446959539394,0.0324938942232982
ADANIENT,2024-02-14 05:30:00,0.0090452893706052,0.0324938942232982
ADANIENT,2024-02-15 05:30:00,-0.0041780992766274,0.0324938942232982
ADANIENT,2024-02-16 05:30:00,0.0093305779948649,0.0324938942232982
ADANIENT,2024-02-19 05:30:00,0.0109194689167391,0.0324938942232982
ADANIENT,2024-02-20 05:30:00,-0.0092672149257395,0.0324938942232982
ADANIENT,2024-02-21 05:30:00,-0.00167255157034,0.0324938942232982
ADANIENT,2024-02-22 05:30:00,0.0123634896996773,0.0324938942232982
ADANIENT,2024-02-23 05:30:00,0.0031412328956037,0.0324938942232982
ADANIENT,2024-02-26 05:30:00,0.0166345889469341,0.0324938942232982
ADANIENT,2024-02-27 05:30:00,-0.007647810081887,0.0324938942232982
ADANIENT,2024-02-28 05:30:00,-0.0252248432910395,0.0324938942232982
ADANIENT,2024-02-29 05:30:00,0.0206275240758,0.0324938942232982
ADANIENT,2024-03-01 05:30:00,0.0101509709624398,0.0324938942232982
ADANIENT,2024-03-02 05:30:00,0.0043691148775895,0.0324938942232982
ADANIENT,2024-03-04 05:30:00,-0.0048301207530188,0.0324938942232982
ADANIENT,2024-03-05 05:30:00,-0.0020951720603531,0.0324938942232982
ADANIENT,2024-03-06 05:30:00,-0.0230348619418766,0.0324938942232982
